,dialog_act,utterance
3064,inform,"im looking for a cheap restaurant that serves turkish
"
3065,inform,"a cheap restaurant in the south part of town
"
3066,reqalts,"um what about european
"
3067,inform,"okay well any price range at all
"
3068,request,"can i have the address of that
"
3069,reqalts,"im sorry but what about chinese food
"
3070,request,"in what area
"
3071,reqalts,"uh is there any restaurant that serves indian food
"
3072,inform,"looking for an expensive restaurant that serves
"
3073,inform,"i need to find a moderately priced restaurant
"
3074,inform,"singapore
"
3075,inform,"the center of town
"
3076,inform,"what asian oriental type of food
"
3077,request,"whats the post code noise
"
3078,reqalts,"what about french food
"
3079,inform,"find spanish restaurant
"
3080,confirm,"is it in the north part of tow
"
3081,reqalts,"ah how bout a turkish type of food
"
3082,inform,"yea id like a restaurant in the west part of town thats
"
3083,inform,"restaurant south part of town english food
"
3084,inform,"i want to find a cheap restaurant that serves
"
3085,inform,"im looking for cheap polynesian food
"
3086,reqalts,"do you have any other restaurant
"
3087,request,"alright whats their address
"
3088,request,"may i have its phone number
"
3089,request,"and what type of food is that
"
3090,inform,"im looking for an indian restaurant
"
3091,inform,"are there any restaurants in the center of town
"
3092,inform,"i am looking for
"
3093,reqalts,"what about chinese in the south part of town
"
3094,negate,"no center
"
3095,inform,"im looking for a moderately priced restaurant serving fusion food
"
3096,inform,"portugeuse food
"
3097,inform,"i need a restaurant in the west part of town that serves europ
"
3098,restart,"can we start over
"
3099,inform,"i want a restaurant that serves welsh food
"
3100,inform,"id like a restaurant in the center that serves mediterranean food
"
3101,confirm,"is there a british restaurant in the west of town
"
3102,inform,"im looking for an expensive restaurant and it should be in the south part of town
"
3103,inform,"any price range
"
3104,null,"sea
"
3105,request,"may i have its address
"
3106,inform,"an expensive restaurant in the east part of town
"
3107,null,"number
"
3108,inform,"restaurant north part of town seafood
"
3109,bye,"stop it
"
3110,null,"thats all
"
3111,inform,"im looking for a restaurant that serves european food
"
3112,inform,"um portuguese
"
3113,reqalts,"is there any restaurants that serve indian food
"
3114,affirm,"yea i want indian food
"
3115,reqalts,"is there another restaurant in the west of town
"
3116,repeat,"could you repeat that
"
3117,request,"what the address
"
3118,inform,"expensive food in the south of town
"
3119,request,"phone number and area
"
3120,affirm,"yes a moderately priced restaurant
"
3121,null,"town
"
3122,request,"can i get a address
"
3123,inform,"west part of town serving barbecue food
"
3124,inform,"um then im looking for european food
"
3125,inform,"i want to find an expensive restaurant
"
3126,inform,"im looking for a cheap restaurant that serves belgian food
"
3127,inform,"serves british food
"
3128,request,"and its address
"
3129,bye,"thanks good bye
"
3130,affirm,"yes it should be in the east part of town
"
3131,request,"may i get the phone number and post code
"
3132,inform,"i need jamaican food
"
3133,inform,"indian food in the west part of town
"
3134,null,"yea id like a
"
3135,inform,"restaurant
"
3136,request,"what is the address of the missing sock
"
3137,request,"and whats the address
"
3138,confirm,"is it in the cheap price range
"
3139,inform,"anything
"
3140,request,"what is the address please
"
3141,request,"okay whats the phone number
"
3142,request,"uh the post code
"
3143,inform,"looking for expensive kosher food
"
3144,reqalts,"how about a moderately priced restaurant that serves spani
"
3145,inform,"find me vietnamese food
"
3146,request,"may i have the price range
"
3147,reqalts,"breath how about portuguese food
"
3148,request,"could i get the phone number and
"
3149,inform,"dont care
"
3150,inform,"looking for a cheap restaurant serving portuguese food
"
3151,negate,"no steak house
"
3152,reqalts,"how about one that serves portuguese food
"
3153,reqalts,"how about an expensive restaurant
"
3154,inform,"chinese
"
3155,inform,"in west part of town
"
3156,reqalts,"anything else
"
3157,inform,"how european
"
3158,inform,"can i find an indian
"
3159,request,"what is their price range
"
3160,inform,"need a restaurant serving brazilian food
"
3161,request,"may i have the phone number and address
"
3162,inform,"austral asian
"
3163,inform,"im looking for japanese food
"
3164,inform,"im looking for a modreately
"
3165,inform,"greek food in the moderate
"
3166,inform,"i want to find a restaurant in the center
"
3167,inform,"any range is fine
"
3168,request,"and what kind of food does the venue ser
"
3169,inform,"breath i would like port portuguese food
"
3170,inform,"moderately priced restaurant in the south of town
"
3171,null,"the addre
"
3172,inform,"im looking for a restaurant in the north part of town and it should serve indo
"
3173,repeat,"uh could you repeat that
"
3174,inform,"turkish food any price range
"
3175,inform,"find me a moderately priced restaurant in
"
3176,inform,"noise cheap restaurant
"
3177,request,"okay can you give me the address there
"
3178,inform,"id like a moderately priced restaurant that serves thai food
"
3179,request,"whats the phone number and post code
"
3180,bye,"okay thats all
"
3181,inform,"a cheap
"
3182,inform,"restaurant in the center
"
3183,request,"what is the address and phone number worth
"
3184,inform,"french
"
3185,reqalts,"how about india
"
3186,inform,"i want a cheap restaurant in the south
"
3187,reqalts,"okay what about turkish foo
"
3188,inform,"looking for a restaurant in the west part of town that serves bistro food
"
3189,restart,"okay start over
"
3190,affirm,"yes could you recommend me a place that serves british food in a moderate price range
"
3191,inform,"um im looking for a restaurant serving thai food
"
3192,inform,"a chi ok lets look for chinese restaurant
"
3193,inform,"restaurant the serves english food
"
3194,reqalts,"how about cheap portuguese food
"
3195,null,"uh continental
"
3196,request,"and where is it
"
3197,request,"oh whats the phone number
"
3198,inform,"im looking for a cheap
"
3199,request,"can i get the address phone number and area
"
3200,inform,"a cheap restauran
"
3201,inform,"im looking for an expensive restaurant and it should serve unusual food
"
3202,bye,"great thank you goodbye
"
3203,inform,"can i get an expensive
"
3204,inform,"i want to find an expensive restaurant that serves korean food
"
3205,inform,"it does not matter
"
3206,inform,"im looking for a restaurant that serves mediterranean
"
3207,inform,"im looking for romanian food in the expensive price range
"
3208,inform,"um want to find a moderately priced restaurant in the
"
3209,inform,"im looking for an expensive restaurant
"
3210,inform,"looking for a cheap restaurant in the north part of town
"
3211,inform,"thai type of food
"
3212,reqalts,"what about belgian food
"
3213,inform,"un unusual food
"
3214,inform,"im looking for a restaurant in the west part
"
3215,thankyou,"thank you is there anything else
"
3216,request,"popular dish
"
3217,reqalts,"what about chineese
"
3218,inform,"international food in the west part of
"
3219,reqalts,"oh is there anything else
"
3220,inform,"looking for persian food
"
3221,inform,"uh expensive
"
3222,reqalts,"how about british
"
3223,inform,"i want a restaurant in the south part of town that serves moroccan food
"
3224,request,"whats their phone number
"
3225,inform,"expensive romanian food
"
3226,inform,"can i have a different restaurant that serves portuguese food
"
3227,inform,"im looking for an expensive restaurant serving vegetarian food
"
3228,inform,"do not care
"
3229,null,"how about unintelligible
"
3230,inform,"a restaurant in any area
"
3231,inform,"noise hungarian
"
3232,inform,"do you have jamaican restaurant
"
3233,request,"i need the phone number and post code
"
3234,inform,"fine i want restaurant in the north part of town
"
3235,inform,"i would like a african restaurant in the center of town
"
3236,request,"may i have its number
"
3237,inform,"looking for an expensive restaurant in the south part of town
"
3238,inform,"could i have a cheap restaurant
"
3239,inform,"and it should be in the west part of town
"
3240,inform,"what about a restaurant that serves vietnamese
"
3241,request,"area train
"
3242,reqalts,"is there a restaurant that serves vietnamese food
"
3243,reqalts,"uh what about indian
"
3244,request,"can i have its phone number
"
3245,request,"where is the location
"
3246,request,"what type of food is that
"
3247,inform,"british expensive
"
3248,inform,"okay i want indian
"
3249,inform,"and asian
"
3250,request,"what is the address phone number and price range
"
3251,reqalts,"uh is there any other
"
3252,inform,"moderately priced restaurant serving international food
"
3253,reqalts,"is there a restaurant in the south part of town that serves italian food
"
3254,inform,"i would like korean food
"
3255,inform,"international type of food
"
3256,inform,"i want a singaporean food restaurant in the center
"
3257,inform,"price over food west part of town
"
3258,bye,"see you good bye
"
3259,inform,"looking for a moderately priced restaurant that serves tuscan food
"
3260,inform,"im looking for an expensive restaurant that serves korean food
"
3261,reqalts,"can i get the next one
"
3262,inform,"im looking for a restaurant in the west part of town and it should be cheap
"
3263,inform,"i want a moderately priced restaurant in the east part of town
"
