,dialog_act,utterance
13821,inform,"chinese
"
13822,inform,"expensive restaurant
"
13823,request,"and whats the phone number for that
"
13824,thankyou,"thank you good bye
"
13825,request,"address
"
13826,inform,"restaurant north part of town seafood
"
13827,request,"and the post code
"
13828,affirm,"yes
"
13829,request,"whats the address
"
13830,request,"price range
"
13831,request,"what is the address and phone number
"
13832,inform,"i would like a restaurant that serves gastropub food
"
13833,bye,"okay good bye
"
13834,null,"unintelligible
"
13835,null,"sil
"
13836,request,"address
"
13837,thankyou,"ok thanks goodbye
"
13838,request,"phone number
"
13839,request,"thank you what is the phone number
"
13840,bye,"okay thank you very much and good bye
"
13841,request,"different kind of food
"
13842,request,"what is the address and phone number
"
13843,request,"and the phone number
"
13844,inform,"centre
"
13845,request,"post code
"
13846,request,"i want the address phone number and area
"
13847,null,"sorry
"
13848,inform,"restaurant south part of town
"
13849,reqalts,"is there anything else
"
13850,inform,"international food
"
13851,inform,"i want to find a restaurant in the south part of town that serves in
"
13852,inform,"moderate
"
13853,request,"phone number
"
13854,inform,"uh any
"
13855,inform,"im looking for cheap polynesian food
"
13856,request,"may i have the address and phone number please
"
13857,request,"what type of food is it
"
13858,inform,"expensive
"
13859,negate,"no im looking for pan asian food
"
13860,inform,"asian oriental
"
13861,request,"post the phone number
"
13862,inform,"how bout thai
"
13863,reqalts,"how about british food
"
13864,null,"sil
"
13865,reqalts,"is there another restaurant in the moderately price range in the east part of town
"
13866,inform,"south
"
13867,inform,"moderately
"
13868,thankyou,"thank you goodbye
"
13869,request,"what type of food do they serve
"
13870,request,"what is the phone number
"
13871,request,"address
"
13872,request,"can i get the address and phone number
"
13873,request,"whats the phone number
"
13874,inform,"asian oriental food in the centre
"
13875,inform,"id like thai food please
"
13876,request,"phone number
"
13877,affirm,"yes
"
13878,inform,"polish food
"
13879,inform,"european
"
13880,reqalts,"how about asian
"
13881,request,"whats the address
"
13882,request,"and what is the post code
"
13883,inform,"north
"
13884,request,"whats the phone number
"
13885,thankyou,"thank you good bye
"
13886,inform,"if there is no such venue how about european type of
"
13887,request,"and the address
"
13888,inform,"in the north part of town
"
13889,inform,"um english
"
13890,inform,"expensive
"
13891,inform,"im looking for a moderately priced restaurant that serves british food
"
13892,request,"do you have the phone number and post code
"
13893,inform,"south
"
13894,request,"address
"
13895,inform,"any
"
13896,inform,"can i find a moderately priced restaurant
"
13897,inform,"im looking for an expensive restaurant in the east part of town
"
13898,request,"phone number
"
13899,inform,"im looking for a restaurant serving asian oriental
"
13900,request,"can i have the address and the price range
"
13901,inform,"uh italian
"
13902,request,"whats the address
"
13903,affirm,"thats correct gastropub food
"
13904,inform,"noise i want to find a restaurant that ser
"
13905,reqalts,"how about british food
"
13906,thankyou,"thank you good bye
"
13907,reqalts,"is there anything else
"
13908,inform,"the north part of town
"
13909,inform,"do you have cuban food
"
13910,inform,"irish food
"
13911,inform,"north
"
13912,inform,"east
"
13913,null,"noise
"
13914,inform,"can i get a restaurant in the center
"
13915,request,"phone number
"
13916,request,"whats the address
"
13917,request,"address phone number post code
"
13918,inform,"is there is no such venue that have asian oriental type of food
"
13919,inform,"moderately priced moderately priced
"
13920,thankyou,"okay thank you good bye
"
13921,confirm,"does it serve kosher food
"
13922,request,"may i have the address
"
13923,thankyou,"thank you good bye
"
13924,request,"post code
"
13925,inform,"serves british food
"
13926,inform,"american
"
13927,inform,"austrian food
"
13928,reqalts,"how about vietnamese food
"
13929,thankyou,"thank you good bye
"
13930,reqalts,"how about oriental type of food
"
13931,request,"what is their address
"
13932,inform,"im looking for a cheap restaurant with spanish food
"
13933,negate,"no
"
13934,request,"can i get the address and type of food
"
13935,request,"thank you and whats the address
"
13936,request,"phone number
"
13937,inform,"i need a restaurant in the center of town
"
13938,inform,"uh a restaurant in the south part of town
"
13939,request,"phone number
"
13940,request,"what is their phone number
"
13941,inform,"moderate eur
"
13942,null,"noise
"
13943,thankyou,"thank you good bye
"
13944,inform,"i dont care
"
13945,request,"what is the address and phone number
"
13946,inform,"i need asian food
"
13947,request,"whats the phone number
"
13948,inform,"expensive
"
13949,thankyou,"thank you goodbye
"
13950,request,"what is the address
"
13951,inform,"i dont care
"
13952,request,"what is the address
"
13953,request,"what is the address
"
13954,reqalts,"is there anything else
"
13955,inform,"are there any that serves mediterranean type food
"
13956,inform,"in the east part of town
"
13957,inform,"creative food
"
13958,inform,"east
"
13959,request,"and what type of food is it
"
13960,request,"what is the price range
"
13961,request,"can you give me the address please
"
13962,request,"whats the phone number
"
13963,inform,"the north part
"
13964,thankyou,"thank you good bye
"
13965,reqalts,"what about korean
"
13966,inform,"italian food
"
13967,inform,"any
"
13968,request,"what is the address
"
13969,inform,"that serves gastropub
"
13970,inform,"east
"
13971,request,"post code
"
13972,request,"whats the post code
"
13973,request,"what area is it located
"
13974,request,"and the post code
"
13975,inform,"west
"
13976,inform,"international type food
"
13977,inform,"i dont care
"
13978,thankyou,"thank you good bye
"
13979,thankyou,"thank you good bye
"
13980,thankyou,"thank you good bye
"
13981,inform,"north part of town
"
13982,thankyou,"thank you good bye
"
13983,thankyou,"thank you good bye
"
13984,thankyou,"thank you good bye
"
13985,reqalts,"anything else
"
13986,inform,"again i do not care
"
13987,thankyou,"thank you good bye
"
13988,thankyou,"thank you good bye
"
13989,thankyou,"okay thank you good bye
"
13990,request,"what is the address
"
13991,inform,"i dont care
"
13992,request,"phone number
"
13993,thankyou,"thank you good bye
"
13994,request,"whats the phone number
"
13995,inform,"italian food
"
13996,inform,"im looking for a cheap restaurant in the west part of town
"
13997,request,"the address
"
13998,negate,"no
"
13999,inform,"south
"
14000,inform,"italian food
"
14001,request,"whats the address
"
14002,request,"what is the phone number
"
14003,inform,"i need a restaurant in the north part of town
"
14004,request,"and the post code
"
14005,inform,"im looking for french food
"
14006,request,"and the post code
"
14007,inform,"moderate price
"
14008,request,"phone number
"
14009,request,"and the phone number
"
14010,inform,"mediterranean
"
14011,inform,"west of town
"
14012,reqalts,"how about a restaurant in the west part of town serving vietnamese food
"
14013,negate,"no moderately priced restaurant
"
14014,request,"whats the address
"
14015,request,"phone number
"
14016,request,"what kind of food
"
14017,inform,"indian food
"
14018,request,"address and phone number
"
14019,inform,"noise i am looking for a moderately priced restaurant unintelligible
"
14020,inform,"serves turkish food
"
14021,inform,"im looking for a restaurant that serves thai food
"
14022,inform,"im looking for a restaurant in the west part of town that serves italian food
"
14023,request,"what is the post code
"
14024,reqalts,"is there anything else
"
14025,thankyou,"thank you good bye
"
14026,reqalts,"is there anything else
"
14027,request,"what type of food
"
14028,request,"whats the address
"
14029,inform,"spanish food
"
14030,request,"what type of food do they ser
"
14031,request,"and the phone number
"
14032,request,"address
"
14033,inform,"i dont care
"
14034,inform,"im looking for an expensive restaurant in the east
"
14035,inform,"im looking for polynesian food
"
14036,inform,"im looking for a moderately priced restaurant in the west part of town
"
14037,bye,"you good bye
"
14038,inform,"australia asian food
"
14039,inform,"cheap
"
14040,inform,"indonesian
"
14041,thankyou,"thank you good bye
"
14042,request,"phone number
"
14043,inform,"any
"
14044,inform,"east part of town i need an expensive restaurant
"
14045,request,"post code
"
14046,null,"sil
"
14047,reqalts,"what about british
"
14048,thankyou,"thank you good bye
"
14049,request,"what type of food do they serve
"
14050,thankyou,"thank you good bye
"
14051,null,"noise
"
14052,thankyou,"thank you goodbye
"
14053,inform,"in the south part of town
"
14054,reqalts,"anything else
"
14055,inform,"italian food
"
14056,thankyou,"thank you good bye
"
14057,affirm,"yes
"
14058,inform,"expensive african food
"
14059,request,"phone number
"
14060,inform,"im looking for a cheap restaurant that serves italian food
"
14061,inform,"im looking for a restaurant that serves chinese food
"
14062,affirm,"yes
"
14063,thankyou,"thank you good bye
"
14064,inform,"christmas food
"
14065,inform,"thai food
"
14066,inform,"uh any area
"
14067,request,"phone number
"
14068,affirm,"yes
"
14069,inform,"i need a moderately priced restaurant in the south part of town
"
14070,inform,"looking for a restaurant in the south part of town that serves australian food
"
14071,inform,"looking for a restaurant in the center of town that sells french
"
14072,request,"what is the phone number
"
14073,inform,"korean
"
14074,affirm,"yes
"
14075,inform,"afghan
"
14076,request,"phone number
"
14077,request,"phone number
"
14078,thankyou,"thank you good bye
"
14079,inform,"i want to find an expensive restaurant that serves swedish food
"
14080,request,"can i get the address and phone number
"
14081,request,"could i have the phone number and post code
"
14082,inform,"i dont care
"
14083,inform,"im looking for a restaurant in the moderate price range
"
14084,request,"whats the phone number
"
14085,inform,"im looking for eritrean food
"
14086,request,"whats the post code
"
14087,inform,"any
"
14088,inform,"it doesnt matter
"
14089,null,"noise
"
14090,request,"great whats the address and phone number
"
14091,inform,"is there one that serves creative
"
14092,thankyou,"thank you good bye
"
14093,reqalts,"is there anything else
"
14094,inform,"im looking for expensive spanish food
"
14095,negate,"no
"
14096,inform,"can i have a cheap restaurant
"
14097,null,"sil
"
14098,inform,"doesnt matter
"
14099,inform,"um modern european food
"
14100,bye,"goodbye
"
14101,inform,"lebanese
"
14102,inform,"im looking for an expensive restaurant in the south part of town
"
14103,request,"phone number and address
"
14104,affirm,"ye
"
14105,inform,"i need an expensive restaurant in the east part of town
"
14106,inform,"im looking for a moderately priced restaurant serving fusion food
"
14107,affirm,"yes
"
14108,inform,"im looking for a moderately priced restaurant in the north part of town
"
14109,request,"can i get the address
"
14110,inform,"restaurant in the center
"
14111,inform,"yea im looking for a really cheap restaurant in the east part of town
"
14112,inform,"im looking for an expensive restaurant in the south part of town
"
14113,inform,"international food
"
14114,request,"post code
"
14115,inform,"center part of town
"
14116,inform,"im looking for a restaurant that serves singaporean food
"
14117,thankyou,"thank you good bye
"
14118,inform,"any price range
"
14119,inform,"north
"
14120,null,"sil
"
14121,request,"whats the address
"
14122,inform,"doesnt matter
"
14123,inform,"any
"
14124,null,"unintelligible
"
14125,inform,"moroccan
"
14126,negate,"no
"
14127,reqalts,"is there anything else
"
14128,affirm,"ye
"
14129,request,"what type of food
"
14130,inform,"the east
"
14131,inform,"east
"
14132,thankyou,"thank you good bye
"
